device,n_head_stages,head_width,params,params_M,memory_MiB,vram_GiB,vram_limit_mib,min,max,median,mean,std,dnf_reason,dnf_message
AMD Radeon(TM) Graphics,65536,64,1405586288,1405.586288,5524.390289306641,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 5524 MiB)
AMD Radeon(TM) Graphics,131072,64,2810678128,2810.678128,11046.89028930664,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 11047 MiB)
AMD Radeon(TM) Graphics,262144,64,5620861808,5620.861808,22091.89028930664,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 22092 MiB)
AMD Radeon(TM) Graphics,524288,64,11241229168,11241.229168,44181.89028930664,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 44182 MiB)
AMD Radeon(TM) Graphics,1048576,64,22481963888,22481.963888,88361.89028930664,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 88362 MiB)
AMD Radeon(TM) Graphics,0,128,521328,0.521328,1.995269775390625,0.0,512.0,97.81430000293767,98.01590000279248,97.8994499964756,97.90689999936149,0.05999013202245025,,
AMD Radeon(TM) Graphics,1,128,605168,0.605168,2.3200149536132812,0.0,512.0,99.27969999989728,99.46569999738131,99.34844999952475,99.36387000052491,0.05929747120238846,,
AMD Radeon(TM) Graphics,2,128,689008,0.689008,2.6447601318359375,0.0,512.0,100.58650000428315,100.7988000055775,100.74185000485159,100.70608000169159,0.067692434025457,,
AMD Radeon(TM) Graphics,4,128,856688,0.856688,3.29425048828125,0.0,512.0,103.40020000148797,103.86489999655169,103.52274999968358,103.54949999891687,0.12705062614355112,,
AMD Radeon(TM) Graphics,8,128,1192048,1.192048,4.593231201171875,0.0,512.0,108.98019999876851,109.18939999828581,109.07949999818811,109.08559000090463,0.0653376821839872,,
AMD Radeon(TM) Graphics,16,128,1862768,1.862768,7.191192626953125,0.0,512.0,120.15170000086073,120.4580999983591,120.25474999973085,120.2536600001622,0.08390841614248569,,
AMD Radeon(TM) Graphics,32,128,3204208,3.204208,12.387115478515625,0.0,512.0,142.50539999920875,142.77430000220193,142.64190000176313,142.63944999911473,0.09315710633288397,,
AMD Radeon(TM) Graphics,64,128,5887088,5.887088,22.778961181640625,0.0,512.0,201.49769999989076,202.3655000011786,201.685850002832,201.8482200015569,0.3371234101144846,,
AMD Radeon(TM) Graphics,128,128,11252848,11.252848,43.562652587890625,0.0,512.0,313.77380000049016,636.98000000295,316.4440000000468,348.64147000043886,96.12377158984717,,
AMD Radeon(TM) Graphics,256,128,21984368,21.984368,85.13003540039062,0.0,512.0,531.683699999121,964.8146000035922,541.6725499962922,645.5721299993456,146.46915847693447,,
AMD Radeon(TM) Graphics,512,128,43447408,43.447408,168.26480102539062,0.0,512.0,972.7150000035181,986.884399993869,980.1026500026637,980.0059700006386,5.173984895443823,,
AMD Radeon(TM) Graphics,1024,128,86373488,86.373488,334.5343322753906,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,2048,128,172225648,172.225648,667.0733947753906,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 667 MiB)
AMD Radeon(TM) Graphics,4096,128,343929968,343.929968,1332.1515197753906,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 1332 MiB)
AMD Radeon(TM) Graphics,8192,128,687338608,687.338608,2662.3077697753906,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 2662 MiB)
AMD Radeon(TM) Graphics,16384,128,1374155888,1374.155888,5322.620269775391,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 5323 MiB)
